Date,Steps
2018-08-27,22193
2018-08-28,20438
2018-08-29,20079
2018-08-30,50065
2018-08-31,31907
2018-09-01,30338
2018-09-02,20438
2018-09-03,31055
2018-09-04,15197
2018-09-05,20561
2018-09-06,42055
2018-09-07,6563
2018-09-08,28574
2018-09-09,17452
2018-09-10,25375
2018-09-11,30140
2018-09-12,30187
2018-09-13,55138
2018-09-14,35211
2018-09-15,50557
2018-09-16,15718
2018-09-17,23893
2018-09-18,30408
2018-09-19,25171
2018-09-20,35415
2018-09-21,50069
2018-09-22,47787
2018-09-23,45132
2018-09-24,20079
2018-09-25,32728
2018-09-26,15619
2018-09-27,35071
2018-09-28,30198
2018-09-29,52267
2018-09-30,36212
2018-10-01,42201
2018-10-02,18170
2018-10-03,40089
2018-10-04,32327
2018-10-05,35149
2018-10-06,21770
2018-10-07,32237
2018-10-08,20650
2018-10-09,27048
2018-10-10,52095
2018-10-11,42088
2018-10-12,38090
2018-10-13,30085
2018-10-14,17983
2018-10-15,32323
2018-10-16,25602
2018-10-17,20352
2018-10-18,30215
2018-10-19,25214
2018-10-20,50275
2018-10-21,33355
2018-10-22,22940
2018-10-23,35407
2018-10-24,37201
2018-10-25,24631
2018-10-26,38910
2018-10-27,43903
2018-10-28,40054
2018-10-29,22142
2018-10-30,36081
2018-10-31,28129
2018-11-01,10109
2018-11-02,20519
2018-11-03,33554
2018-11-04,8430
2018-11-05,16257
2018-11-06,50330
2018-11-07,8055
2018-11-08,4993
2018-11-09,32238
2018-11-10,24451
2018-11-11,12519
2018-11-12,6241
2018-11-13,20307
2018-11-14,32198
2018-11-15,23749
2018-11-16,35964
2018-11-17,25342
2018-11-18,23257
2018-11-19,10145
2018-11-20,23366
2018-11-21,27174
2018-11-22,20060
2018-11-23,32167
2018-11-24,17218
2018-11-25,10962
2018-11-26,25066
2018-11-27,20276
2018-11-28,22319
2018-11-29,38764
2018-11-30,26241
2018-12-01,20199
2018-12-02,9541
2018-12-03,12223
2018-12-04,12003
2018-12-05,22572
2018-12-06,28263
2018-12-07,15345
2018-12-08,21875
2018-12-09,5770
2018-12-10,7884
2018-12-11,18323
2018-12-12,40559
2018-12-13,21193
2018-12-14,44001
2018-12-15,50029
2018-12-16,35435
2018-12-17,12998
2018-12-18,2530
2018-12-19,31997
2018-12-20,40169
2018-12-21,27178
2018-12-22,23599
2018-12-23,2894
2018-12-24,24050
2018-12-25,25282
2018-12-26,6784
2018-12-27,25468
2018-12-28,21566
2018-12-29,16179
2018-12-30,25075
2018-12-31,42339
2019-01-01,6433
2019-01-02,8241
2019-01-03,2012
2019-01-04,32214
2019-01-05,81186
2019-01-06,5499
2019-01-07,18096
2019-01-08,33712
2019-01-09,22063
2019-01-10,40768
2019-01-11,3030
2019-01-12,20264
2019-01-13,9599
2019-01-14,23313
2019-01-15,15135
2019-01-16,33366
2019-01-17,30043
2019-01-18,45462
2019-01-19,16760
2019-01-20,20418
2019-01-21,10617
2019-01-22,16278
2019-01-23,22341
2019-01-24,24193
2019-01-25,62192
2019-01-26,34198
2019-01-27,13981
2019-01-28,529
2019-01-29,25901
2019-01-30,23101
2019-01-31,21003
2019-02-01,25553
2019-02-02,24574
2019-02-03,30877
2019-02-04,14438
2019-02-05,20710
2019-02-06,2466
2019-02-07,3203
2019-02-08,38448
2019-02-09,34265
2019-02-10,21799
2019-02-11,28457
2019-02-12,22813
2019-02-13,20018
2019-02-14,27364
2019-02-15,16573
2019-02-16,18650
2019-02-17,50138
2019-02-18,7242
2019-02-19,1108
2019-02-20,35357
2019-02-21,52086
2019-02-22,25420
2019-02-23,17694
2019-02-24,23495
2019-02-25,7394
2019-02-26,8106
2019-02-27,8860
2019-02-28,13114
2019-03-01,26148
2019-03-02,25121
2019-03-03,4088
2019-03-04,8703
2019-03-05,19963
2019-03-06,8267
2019-03-07,30065
2019-03-08,20091
2019-03-09,42053
2019-03-10,13263
2019-03-11,28037
2019-03-12,30025
2019-03-13,14203
2019-03-14,17567
2019-03-15,28925
2019-03-16,37350
2019-03-17,28153
2019-03-18,23662
2019-03-19,30122
2019-03-20,34157
2019-03-21,35425
2019-03-22,28250
2019-03-23,40079
2019-03-24,10690
2019-03-25,29951
2019-03-26,34171
2019-03-27,30064
2019-03-28,41558
2019-03-29,23492
2019-03-30,27911
2019-03-31,20373
2019-04-01,32032
2019-04-02,34995
2019-04-03,34053
2019-04-04,35256
2019-04-05,60143
2019-04-06,45755
2019-04-07,48142
2019-04-08,32123
2019-04-09,50650
2019-04-10,30616
2019-04-11,40466
2019-04-12,31079
2019-04-13,7812
2019-04-14,30011
2019-04-15,40351
2019-04-16,45050
2019-04-17,35276
2019-04-18,40385
2019-04-19,40658
2019-04-20,60476
2019-04-21,40134
2019-04-22,42786
2019-04-23,42140
2019-04-24,50031
2019-04-25,49966
2019-04-26,44042
2019-04-27,32107
2019-04-28,45938
2019-04-29,40172
2019-04-30,38824
2019-05-01,30328
2019-05-02,52041
2019-05-03,18426
2019-05-04,48401
2019-05-05,60125
2019-05-06,42340
2019-05-07,33489
2019-05-08,23567
2019-05-09,20483
2019-05-10,35502
2019-05-11,50215
2019-05-12,55070
2019-05-13,30118
2019-05-14,40519
2019-05-15,36695
2019-05-16,30748
2019-05-17,20291
2019-05-18,42815
2019-05-19,40225
2019-05-20,20904
2019-05-21,33243
2019-05-22,50158
2019-05-23,34112
2019-05-24,37738
2019-05-25,74532
2019-05-26,63988
2019-05-27,32699
2019-05-28,35351
2019-05-29,20448
2019-05-30,9327
2019-05-31,61953
2019-06-01,60013
2019-06-02,60203
2019-06-03,4172
2019-06-04,22404
2019-06-05,14791
2019-06-06,30815
2019-06-07,48023
2019-06-08,26586
2019-06-09,40475
2019-06-10,37597
2019-06-11,40581
2019-06-12,36423
2019-06-13,18136
2019-06-14,43023
2019-06-15,62967
2019-06-16,14609
2019-06-17,32636
2019-06-18,38121
2019-06-19,42270
2019-06-20,20754
2019-06-21,36258
2019-06-22,63252
2019-06-23,32460
2019-06-24,32270
2019-06-25,40375
2019-06-26,29159
2019-06-27,40181
2019-06-28,45143
2019-06-29,66609
2019-06-30,45447
2019-07-01,22732
2019-07-02,40736
2019-07-03,14660
2019-07-04,55252
2019-07-05,20522
2019-07-06,100169
2019-07-07,24204
2019-07-08,30176
2019-07-09,30203
2019-07-10,11795
2019-07-11,28754
2019-07-12,38077
2019-07-13,43232
2019-07-14,32536
2019-07-15,21491
2019-07-16,24390
2019-07-17,40018
2019-07-18,45941
2019-07-19,37941
2019-07-20,41866
2019-07-21,20227
2019-07-22,30175
2019-07-23,45579
2019-07-24,45172
2019-07-25,18765
2019-07-26,50104
2019-07-27,52164
2019-07-28,40545
2019-07-29,27054
2019-07-30,45117
2019-07-31,49392
2019-08-01,55333
2019-08-02,19840
2019-08-03,61841
2019-08-04,36510
2019-08-05,35234
2019-08-06,42093
2019-08-07,50246
2019-08-08,16961
2019-08-09,46730
2019-08-10,57364
2019-08-11,42357
2019-08-12,40071
2019-08-13,23306
2019-08-14,45342
2019-08-15,24597
2019-08-16,36687
2019-08-17,40152
2019-08-18,45048
2019-08-19,40128
2019-08-20,40195
2019-08-21,11919
2019-08-22,40890
2019-08-23,31606
2019-08-24,41053
2019-08-25,36248
2019-08-26,45606
2019-08-27,42243
2019-08-28,31635
2019-08-29,42278
2019-08-30,61066
2019-08-31,34497
2019-09-01,45808
2019-09-02,36086
2019-09-03,43579
2019-09-04,32494
2019-09-05,40156
2019-09-06,45066
2019-09-07,35308
2019-09-08,36037
2019-09-09,55166
2019-09-10,43198
2019-09-11,50060
2019-09-12,40097
2019-09-13,45422
2019-09-14,45028
2019-09-15,42289
2019-09-16,50229
2019-09-17,44954
2019-09-18,40163
2019-09-19,35604
2019-09-20,40622
2019-09-21,40373
2019-09-22,4689
2019-09-23,45310
2019-09-24,33488
2019-09-25,58236
2019-09-26,22884
2019-09-27,61940
2019-09-28,47724
2019-09-29,26798
2019-09-30,33586
2019-10-01,42405
2019-10-02,18725
2019-10-03,37701
2019-10-04,43490
2019-10-05,40540
2019-10-06,32172
2019-10-07,60057
2019-10-08,13795
2019-10-09,40340
2019-10-10,33401
2019-10-11,34741
2019-10-12,48068
2019-10-13,60273
2019-10-14,35225
2019-10-15,21637
2019-10-16,8090
2019-10-17,45057
2019-10-18,40127
2019-10-19,28666
2019-10-20,30672
2019-10-21,9121
2019-10-22,30575
2019-10-23,36070
2019-10-24,4997
2019-10-25,2547
2019-10-26,65013
2019-10-27,36627
2019-10-28,28855
2019-10-29,41246
2019-10-30,9538
2019-10-31,21121
2019-11-01,60025
2019-11-02,22555
2019-11-03,31554
2019-11-04,31484
2019-11-05,40408
2019-11-06,50170
2019-11-07,11640
2019-11-08,20034
2019-11-09,22975
2019-11-10,10198
2019-11-11,406
2019-11-12,10651
2019-11-13,30044
2019-11-14,10604
2019-11-15,4367
2019-11-16,42716
2019-11-17,38081
2019-11-18,33157
2019-11-19,12994
2019-11-20,13359
2019-11-21,3506
2019-11-22,30191
2019-11-23,20151
2019-11-24,32981
2019-11-25,30267
2019-11-26,28157
2019-11-27,40028
2019-11-28,40487
2019-11-29,50180
2019-11-30,30087
2019-12-01,5333
2019-12-02,15680
2019-12-03,30231
2019-12-04,18227
2019-12-05,50071
2019-12-06,30524
2019-12-07,32259
2019-12-08,25391
2019-12-09,28852
2019-12-10,20033
2019-12-11,45143
2019-12-12,36054
2019-12-13,40912
2019-12-14,22237
2019-12-15,35022
2019-12-16,25450
2019-12-17,20060
2019-12-18,20058
2019-12-19,32149
2019-12-20,42314
2019-12-21,50242
2019-12-22,45065
2019-12-23,40569
2019-12-24,33857
2019-12-25,50182
2019-12-26,14664
2019-12-27,34244
2019-12-28,36237
2019-12-29,30903
2019-12-30,25016
2019-12-31,54031
2020-01-01,30013
2020-01-02,40453
2020-01-03,22820
2020-01-04,54371
2020-01-05,42650
2020-01-06,35336
2020-01-07,50029
2020-01-08,52095
2020-01-09,53167
2020-01-10,30481
2020-01-11,26243
2020-01-12,30203
2020-01-13,52855
2020-01-14,25016
2020-01-15,45112
2020-01-16,9185
2020-01-17,36436
2020-01-18,28266
2020-01-19,50573
2020-01-20,50427
2020-01-21,8599
2020-01-22,30792
2020-01-23,35863
2020-01-24,60176
2020-01-25,41620
2020-01-26,33867
2020-01-27,20003
2020-01-28,892
2020-01-29,5334
2020-01-30,58063
2020-01-31,17814
2020-02-01,63993
2020-02-02,62193
2020-02-03,12944
2020-02-04,5124
2020-02-05,4016
2020-02-06,29701
2020-02-07,55328
2020-02-08,32877
2020-02-09,55884
2020-02-10,14036
2020-02-11,15566
2020-02-12,32895
2020-02-13,8674
2020-02-14,36070
2020-02-15,70724
2020-02-16,35073
2020-02-17,65083
2020-02-18,20545
2020-02-19,30783
2020-02-20,48401
2020-02-21,40167
2020-02-22,60316
2020-02-23,22361
2020-02-24,43027
2020-02-25,3115
2020-02-26,36463
2020-02-27,56780
2020-02-28,38616
2020-02-29,53673
2020-03-01,38536
2020-03-02,45072
2020-03-03,42466
2020-03-04,13265
2020-03-05,80206
2020-03-06,41404
2020-03-07,43920
2020-03-08,33356
2020-03-09,46999
2020-03-10,45329
2020-03-11,52128
2020-03-12,43848
2020-03-13,29643
2020-03-14,55770
2020-03-15,62062
2020-03-16,46279
2020-03-17,16192
2020-03-18,47652
2020-03-19,46750
2020-03-20,24364
2020-03-21,60834
2020-03-22,60426
2020-03-23,45207
2020-03-24,53459
2020-03-25,51877
2020-03-26,32103
2020-03-27,48095
2020-03-28,55103
2020-03-29,45364
2020-03-30,30217
2020-03-31,40284
2020-04-01,24553
2020-04-02,22319
2020-04-03,30947
2020-04-04,40248
2020-04-05,48102
2020-04-06,45215
2020-04-07,56323
2020-04-08,6137
2020-04-09,50016
2020-04-10,28567
2020-04-11,48124
2020-04-12,37006
2020-04-13,21718
2020-04-14,27008
2020-04-15,30638
2020-04-16,35341
2020-04-17,42372
2020-04-18,56788
2020-04-19,48073
2020-04-20,25107
2020-04-21,52623
2020-04-22,15988
2020-04-23,41332
2020-04-24,26833
2020-04-25,37684
2020-04-26,30566
2020-04-27,15711
2020-04-28,48184
2020-04-29,25760
2020-04-30,32996
2020-05-01,50876
2020-05-02,60184
2020-05-03,38273
2020-05-04,41006
2020-05-05,45689
2020-05-06,45160
2020-05-07,39078
2020-05-08,40164
2020-05-09,42890
2020-05-10,50730
2020-05-11,8829
2020-05-12,37217
2020-05-13,40313
2020-05-14,37173
2020-05-15,44689
2020-05-16,66312
2020-05-17,62037
2020-05-18,20584
2020-05-19,60116
2020-05-20,45345
2020-05-21,55937
2020-05-22,46911
2020-05-23,52390
2020-05-24,68416
2020-05-25,32053
2020-05-26,45041
2020-05-27,32344
2020-05-28,48242
2020-05-29,47308
2020-05-30,78325
2020-05-31,34379
2020-06-01,25714
2020-06-02,35696
2020-06-03,40115
2020-06-04,29062
2020-06-05,41612
2020-06-06,44384
2020-06-07,22850
2020-06-08,38756
2020-06-09,16602
2020-06-10,36412
2020-06-11,40842
2020-06-12,40769
2020-06-13,52727
2020-06-14,35541
2020-06-15,16382
2020-06-16,32079
2020-06-17,41594
2020-06-18,40027
2020-06-19,35968
2020-06-20,56050
2020-06-21,45326
2020-06-22,36266
2020-06-23,27136
2020-06-24,42408
2020-06-25,31835
2020-06-26,40085
2020-06-27,56211
2020-06-28,40289
2020-06-29,40644
2020-06-30,20606
2020-07-01,40717
2020-07-02,32505
2020-07-03,40294
2020-07-04,45154
2020-07-05,35134
2020-07-06,36426
2020-07-07,30360
2020-07-08,39256
2020-07-09,55207
2020-07-10,40193
2020-07-11,31423
2020-07-12,30480
2020-07-13,10671
2020-07-14,40066
2020-07-15,10714
2020-07-16,39818
2020-07-17,32596
2020-07-18,40253
2020-07-19,30187
2020-07-20,15296
2020-07-21,30369
2020-07-22,38039
2020-07-23,35130
2020-07-24,35859
2020-07-25,54159
2020-07-26,20140
2020-07-27,16790
2020-07-28,32432
2020-07-29,9568
2020-07-30,17308
2020-07-31,52492
2020-08-01,20004
2020-08-02,50013
2020-08-03,15495
2020-08-04,25792
2020-08-05,38568
2020-08-06,42246
2020-08-07,40930
2020-08-08,30203
2020-08-09,40822
2020-08-10,16078
2020-08-11,40124
2020-08-12,41414
2020-08-13,40271
2020-08-14,48072
2020-08-15,32339
2020-08-16,40322
2020-08-17,17578
2020-08-18,40280
2020-08-19,38560
2020-08-20,50070
2020-08-21,32423
2020-08-22,44054
2020-08-23,35284
2020-08-24,40225
2020-08-25,42003
2020-08-26,13176
2020-08-27,64145
2020-08-28,20116
2020-08-29,40233
2020-08-30,23800
2020-08-31,10519
2020-09-01,40322
2020-09-02,18469
2020-09-03,30391
2020-09-04,36110
2020-09-05,36503
2020-09-06,35620
2020-09-07,34446
2020-09-08,11669
2020-09-09,11733
2020-09-10,35090
2020-09-11,45867
2020-09-12,57019
2020-09-13,50975
2020-09-14,14497
2020-09-15,35985
2020-09-16,36263
2020-09-17,35721
2020-09-18,52124
2020-09-19,42879
2020-09-20,24683
2020-09-21,40116
2020-09-22,43626
2020-09-23,40614
2020-09-24,42134
2020-09-25,45911
2020-09-26,25419
2020-09-27,28293
2020-09-28,13528
2020-09-29,46147
2020-09-30,40050
2020-10-01,40685
2020-10-02,30102
2020-10-03,48218
2020-10-04,48581
2020-10-05,32989
2020-10-06,27367
2020-10-07,45146
2020-10-08,45292
2020-10-09,50126
2020-10-10,52454
2020-10-11,45411
2020-10-12,46677
2020-10-13,47016
2020-10-14,40210
2020-10-15,11030
2020-10-16,67907
2020-10-17,52355
2020-10-18,55117
2020-10-19,51331
2020-10-20,62380
2020-10-21,44021
2020-10-22,45776
2020-10-23,45559
2020-10-24,51764
2020-10-25,40323
2020-10-26,2031
2020-10-27,3318
2020-10-28,29299
2020-10-29,60901
2020-10-30,76757
2020-10-31,50855
2020-11-01,36187
2020-11-02,38107
2020-11-03,42127
2020-11-04,30387
2020-11-05,40240
2020-11-06,36164
2020-11-07,37656
2020-11-08,52827
2020-11-09,33344
2020-11-10,34090
2020-11-11,60304
2020-11-12,33281
2020-11-13,33402
2020-11-14,50971
2020-11-15,55115
2020-11-16,35876
2020-11-17,50359
2020-11-18,50182
2020-11-19,46088
2020-11-20,44677
2020-11-21,101226
2020-11-22,39167
2020-11-23,29568
2020-11-24,15014
2020-11-25,31807
2020-11-26,62185
2020-11-27,56788
2020-11-28,38434
2020-11-29,37141
2020-11-30,26104
2020-12-01,50127
2020-12-02,22534
2020-12-03,26087
2020-12-04,51346
2020-12-05,50900
2020-12-06,50026
2020-12-07,50299
2020-12-08,49122
2020-12-09,50147
2020-12-10,52355
2020-12-11,49899
2020-12-12,30815
2020-12-13,19535
2020-12-14,32469
2020-12-15,14979
2020-12-16,35553
2020-12-17,36234
2020-12-18,52675
2020-12-19,38750
2020-12-20,61645
2020-12-21,33151
2020-12-22,35506
2020-12-23,55947
2020-12-24,62073
2020-12-25,52438
2020-12-26,68558
2020-12-27,39300
2020-12-28,25855
2020-12-29,27520
2020-12-30,29374
2020-12-31,23211
2021-01-01,52802
2021-01-02,68239
2021-01-03,34240
2021-01-04,32436
2021-01-05,38846
2021-01-06,38104
2021-01-07,30139
2021-01-08,38908
2021-01-09,62650
2021-01-10,70302
2021-01-11,32159
2021-01-12,33559
2021-01-13,35466
2021-01-14,52495
2021-01-15,29664
2021-01-16,70082
2021-01-17,80257
2021-01-18,40864
2021-01-19,21166
2021-01-20,50787
2021-01-21,59679
2021-01-22,63167
2021-01-23,36865
2021-01-24,48698
2021-01-25,29167
2021-01-26,54826
2021-01-27,30386
2021-01-28,45803
2021-01-29,61884
2021-01-30,54646
2021-01-31,35320
2021-02-01,40095
2021-02-02,46918
2021-02-03,53217
2021-02-04,35378
2021-02-05,61447
2021-02-06,43285
2021-02-07,60015
2021-02-08,59
2021-02-09,10129
2021-02-10,474
2021-02-11,265
2021-02-12,6459
2021-02-13,42156
2021-02-14,889
2021-02-15,26
2021-02-16,136
2021-02-17,17788
2021-02-18,3516
2021-02-19,35376
2021-02-20,60830
2021-02-21,38458
2021-02-22,47181
2021-02-23,44498
2021-02-24,32005
2021-02-25,20173
2021-02-26,30804
2021-02-27,49206
2021-02-28,43326
2021-03-01,30180
2021-03-02,48514
2021-03-03,52723
2021-03-04,21572
2021-03-05,56138
2021-03-06,47201
2021-03-07,49432
2021-03-08,50089
2021-03-09,30784
2021-03-10,44489
2021-03-11,42108
2021-03-12,30071
2021-03-13,70866
2021-03-14,42149
2021-03-15,54655
2021-03-16,27851
2021-03-17,41051
2021-03-18,61242
2021-03-19,45441
2021-03-20,70553
2021-03-21,45180
2021-03-22,14641
2021-03-23,43799
2021-03-24,55579
2021-03-25,45008
2021-03-26,50889
2021-03-27,48356
2021-03-28,52020
2021-03-29,47525
2021-03-30,33351
2021-03-31,26240
2021-04-01,30968
2021-04-02,34624
2021-04-03,58175
2021-04-04,52169
2021-04-05,42773
2021-04-06,36565
2021-04-07,52866
2021-04-08,52147
2021-04-09,31660
2021-04-10,53716
2021-04-11,59249
2021-04-12,7706
2021-04-13,42288
2021-04-14,12132
2021-04-15,11101
2021-04-16,81963
2021-04-17,50082
2021-04-18,52124
2021-04-19,31744
2021-04-20,4250
2021-04-21,46493
2021-04-22,22662
2021-04-23,13091
2021-04-24,71007
2021-04-25,66374
2021-04-26,17300
2021-04-27,28898
2021-04-28,7891
2021-04-29,68165
2021-04-30,25937
2021-05-01,75147
2021-05-02,32055
2021-05-03,42963
2021-05-04,36392
2021-05-05,47036
2021-05-06,36577
2021-05-07,30615
2021-05-08,50853
2021-05-09,25533
2021-05-10,50352
2021-05-11,45994
2021-05-12,66531
2021-05-13,51028
2021-05-14,25572
2021-05-15,42350
2021-05-16,41173
2021-05-17,45071
2021-05-18,55360
2021-05-19,55215
2021-05-20,40475
2021-05-21,55433
2021-05-22,52870
2021-05-23,46156
2021-05-24,36934
2021-05-25,55694
2021-05-26,32999
2021-05-27,32397
2021-05-28,57496
2021-05-29,70085
2021-05-30,7798
2021-05-31,3391
2021-06-01,55335
2021-06-02,53996
2021-06-03,36085
2021-06-04,50028
2021-06-05,50288
2021-06-06,36586
2021-06-07,54856
2021-06-08,52871
2021-06-09,60097
2021-06-10,25136
2021-06-11,21623
2021-06-12,41208
2021-06-13,44177
2021-06-14,32246
2021-06-15,55913
2021-06-16,30176
2021-06-17,44933
2021-06-18,58553
2021-06-19,35356
2021-06-20,37715
2021-06-21,43439
2021-06-22,52072
2021-06-23,46984
2021-06-24,60668
2021-06-25,43054
2021-06-26,31759
2021-06-27,25198
2021-06-28,28306
2021-06-29,3792
2021-06-30,37504
2021-07-01,14998
2021-07-02,36976
2021-07-03,39613
2021-07-04,35256
2021-07-05,35545
2021-07-06,51400
2021-07-07,6685
2021-07-08,42025
2021-07-09,25436
2021-07-10,50119
2021-07-11,40360
2021-07-12,30098
2021-07-13,30147
2021-07-14,46945
2021-07-15,40538
2021-07-16,22353
2021-07-17,53859
2021-07-18,35080
2021-07-19,19952
2021-07-20,40408
2021-07-21,30263
2021-07-22,42325
2021-07-23,24158
2021-07-24,30885
2021-07-25,30912
2021-07-26,20715
2021-07-27,40212
2021-07-28,42759
2021-07-29,20233
2021-07-30,37080
2021-07-31,22971
2021-08-01,42112
2021-08-02,14176
2021-08-03,5151
2021-08-04,33308
2021-08-05,35872
2021-08-06,23634
2021-08-07,45842
2021-08-08,30179
2021-08-09,23224
2021-08-10,52067
2021-08-11,44679
2021-08-12,41893
2021-08-13,26178
2021-08-14,52361
2021-08-15,55026
2021-08-16,31090
2021-08-17,20516
2021-08-18,38700
2021-08-19,30650
2021-08-20,53580
2021-08-21,20381
2021-08-22,51970
2021-08-23,42532
2021-08-24,46743
2021-08-25,26472
2021-08-26,38380
2021-08-27,38911
2021-08-28,50830
2021-08-29,33613
2021-08-30,20150
2021-08-31,35683
2021-09-01,32494
2021-09-02,38945
2021-09-03,38884
2021-09-04,45387
2021-09-05,45053
2021-09-06,33506
2021-09-07,45811
2021-09-08,40252
2021-09-09,43598
2021-09-10,22122
2021-09-11,66266
2021-09-12,36016
2021-09-13,38362
2021-09-14,33822
2021-09-15,34761
2021-09-16,40416
2021-09-17,52061
2021-09-18,47440
2021-09-19,40238
2021-09-20,32838
2021-09-21,47791
2021-09-22,47497
2021-09-23,46580
2021-09-24,22557
2021-09-25,67332
2021-09-26,40171
2021-09-27,35083
2021-09-28,55249
2021-09-29,42125
2021-09-30,22602
2021-10-01,32461
2021-10-02,55147
2021-10-03,62495
2021-10-04,50805
2021-10-05,33210
2021-10-06,41415
2021-10-07,51546
2021-10-08,23428
2021-10-09,70278
2021-10-10,45306
2021-10-11,42077
2021-10-12,21182
2021-10-13,12014
2021-10-14,50046
2021-10-15,40738
2021-10-16,46006
2021-10-17,49971
2021-10-18,41883
2021-10-19,25653
2021-10-20,50163
2021-10-21,20658
2021-10-22,55591
2021-10-23,58839
2021-10-24,40269
2021-10-25,81531
2021-10-26,50190
2021-10-27,30656
2021-10-28,63561
2021-10-29,41164
2021-10-30,50759
2021-10-31,30131
2021-11-01,36120
2021-11-02,2438
2021-11-03,21748
2021-11-04,40308
2021-11-05,50039
2021-11-06,47814
2021-11-07,46122
2021-11-08,50522
2021-11-09,47997
2021-11-10,14392
2021-11-11,30009
2021-11-12,43786
2021-11-13,35334
2021-11-14,35185
2021-11-15,40283
2021-11-16,51885
2021-11-17,41627
2021-11-18,79060
2021-11-19,31206
2021-11-20,65079
2021-11-21,31628
2021-11-22,50434
2021-11-23,32202
2021-11-24,65614
2021-11-25,64361
2021-11-26,38201
2021-11-27,73289
2021-11-28,55674
2021-11-29,2661
2021-11-30,33394
2021-12-01,49946
2021-12-02,55161
2021-12-03,61116
2021-12-04,65545
2021-12-05,65923
2021-12-06,44519
2021-12-07,60026
2021-12-08,47475
2021-12-09,72528
2021-12-10,63789
2021-12-11,74167
2021-12-12,48729
2021-12-13,25172
2021-12-14,31215
2021-12-15,55022
2021-12-16,50333
2021-12-17,41654
2021-12-18,50693
2021-12-19,74279
2021-12-20,56009
2021-12-21,62092
2021-12-22,35644
2021-12-23,50469
2021-12-24,73704
2021-12-25,45025
2021-12-26,70063
2021-12-27,21492
2021-12-28,45525
2021-12-29,48897
2021-12-30,47866
2021-12-31,35911
2022-01-01,9878
2022-01-02,5661
2022-01-03,75084
2022-01-04,21049
2022-01-05,3
2022-01-06,263
2022-01-07,11960
2022-01-08,82528
2022-01-09,35106
2022-01-10,14268
2022-01-11,39977
2022-01-12,59260
2022-01-13,45695
2022-01-14,23291
2022-01-15,21677
2022-01-16,36611
2022-01-17,52150
2022-01-18,52557
2022-01-19,15876
2022-01-20,34
2022-01-21,40494
2022-01-22,74214
2022-01-23,56641
2022-01-24,42408
2022-01-25,8338
2022-01-26,2
2022-01-27,75001
2022-01-28,57204
2022-01-29,43778
2022-01-30,35322
2022-01-31,67163
2022-02-01,49700
2022-02-02,55
2022-02-03,11
2022-02-04,20675
2022-02-05,62247
2022-02-06,67777
2022-02-07,60640
2022-02-08,59856
2022-02-09,60809
2022-02-10,63945
2022-02-11,61202
2022-02-12,41130
2022-02-13,76009
2022-02-14,61591
2022-02-15,52784
2022-02-16,62371
2022-02-17,580
2022-02-18,66094
2022-02-19,69437
2022-02-20,67100
2022-02-21,50700
2022-02-22,5792
2022-02-23,666
2022-02-24,12039
2022-02-25,20283
2022-02-26,60402
2022-02-27,70374
2022-02-28,64117
2022-03-01,74204
2022-03-02,86699
2022-03-03,60230
2022-03-04,22330
2022-03-05,31718
2022-03-06,20258
2022-03-07,50582
2022-03-08,65430
2022-03-09,59243
2022-03-10,82039
2022-03-11,38
2022-03-12,48317
2022-03-13,50250
2022-03-14,58987
2022-03-15,64899
2022-03-16,60467
2022-03-17,41017
2022-03-18,23665
2022-03-19,41255
2022-03-20,22102
2022-03-21,15
2022-03-22,51311
2022-03-23,52386
2022-03-24,73550
2022-03-25,68079
2022-03-26,51247
2022-03-27,26582
2022-03-28,60478
2022-03-29,48529
2022-03-30,50063
2022-03-31,61732
2022-04-01,31478
2022-04-02,60064
2022-04-03,48184
2022-04-04,35504
2022-04-05,65248
2022-04-06,63004
2022-04-07,66723
2022-04-08,63318
2022-04-09,34535
2022-04-10,71965
2022-04-11,51152
2022-04-12,70102
2022-04-13,41055
2022-04-14,51247
2022-04-15,73601
2022-04-16,46001
2022-04-17,88836
2022-04-18,38574
2022-04-19,45644
2022-04-20,53811
2022-04-21,61675
2022-04-22,62596
2022-04-23,38336
2022-04-24,60658
2022-04-25,47384
2022-04-26,60226
2022-04-27,62069
2022-04-28,47227
2022-04-29,45500
2022-04-30,65429
2022-05-01,70716
2022-05-02,40435
2022-05-03,38960
2022-05-04,34968
2022-05-05,50221
2022-05-06,68265
2022-05-07,58662
2022-05-08,51289
2022-05-09,77828
2022-05-10,61763
2022-05-11,66852
2022-05-12,39227
2022-05-13,51920
2022-05-14,54221
2022-05-15,62345
2022-05-16,47485
2022-05-17,53072
2022-05-18,25420
2022-05-19,53979
2022-05-20,38612
2022-05-21,14699
2022-05-22,52273
2022-05-23,24201
2022-05-24,20120
2022-05-25,52903
2022-05-26,52392
2022-05-27,66052
2022-05-28,29402
2022-05-29,48827
2022-05-30,73125
2022-05-31,45867
2022-06-01,26242
2022-06-02,56154
2022-06-03,52831
2022-06-04,65975
2022-06-05,27232
2022-06-06,68721
2022-06-07,58107
2022-06-08,55340
2022-06-09,61138
2022-06-10,49774
2022-06-11,42963
2022-06-12,43046
2022-06-13,20939
2022-06-14,68616
2022-06-15,40572
2022-06-16,34606
2022-06-17,42329
2022-06-18,50005
2022-06-19,71546
2022-06-20,50370
2022-06-21,22230
2022-06-22,51651
2022-06-23,54915
2022-06-24,30984
2022-06-25,54641
2022-06-26,57393
2022-06-27,20340
