Date,Steps
2022-06-28,55560
2022-06-29,11268
2022-06-30,42876
2022-07-01,24592
2022-07-02,50459
2022-07-03,44091
2022-07-04,49598
2022-07-05,21756
2022-07-06,62825
2022-07-07,29513
2022-07-08,30139
2022-07-09,44916
2022-07-10,49583
2022-07-11,43329
2022-07-12,50827
2022-07-13,33797
2022-07-14,51099
2022-07-15,63551
2022-07-16,27191
2022-07-17,61325
2022-07-18,51252
2022-07-19,27368
2022-07-20,21279
2022-07-21,48059
2022-07-22,28727
2022-07-23,49135
2022-07-24,28850
2022-07-25,25343
2022-07-26,35629
2022-07-27,66260
2022-07-28,34995
2022-07-29,50946
2022-07-30,60170
2022-07-31,45919
2022-08-01,21756
2022-08-02,23535
2022-08-03,35149
2022-08-04,39157
2022-08-05,18811
2022-08-06,89244
2022-08-07,51143
2022-08-08,29393
2022-08-09,16410
2022-08-10,42492
2022-08-11,24250
2022-08-12,63170
2022-08-13,57347
2022-08-14,41335
2022-08-15,45749
2022-08-16,50041
2022-08-17,44177
2022-08-18,36488
2022-08-19,46630
2022-08-20,55773
2022-08-21,57654
2022-08-22,33701
2022-08-23,33889
2022-08-24,27760
2022-08-25,37279
2022-08-26,57651
2022-08-27,58300
2022-08-28,48984
2022-08-29,34469
2022-08-30,50818
2022-08-31,10256
2022-09-01,21595
2022-09-02,56347
2022-09-03,44726
2022-09-04,47745
2022-09-05,50312
2022-09-06,11963
2022-09-07,47653
2022-09-08,43312
2022-09-09,44695
2022-09-10,54552
2022-09-11,75509
2022-09-12,30352
2022-09-13,24902
2022-09-14,22180
2022-09-15,42491
2022-09-16,58731
2022-09-17,54974
2022-09-18,45893
2022-09-19,58554
2022-09-20,65142
2022-09-21,20367
2022-09-22,67596
2022-09-23,46343
2022-09-24,39755
2022-09-25,51049
2022-09-26,45517
2022-09-27,20656
2022-09-28,63351
2022-09-29,53344
2022-09-30,33728
2022-10-01,58036
2022-10-02,32360
2022-10-03,20223
2022-10-04,49512
2022-10-05,50082
2022-10-06,51096
2022-10-07,30441
2022-10-08,68946
2022-10-09,76139
2022-10-10,47435
2022-10-11,56401
2022-10-12,36378
2022-10-13,55311
2022-10-14,62063
2022-10-15,56103
2022-10-16,20656
2022-10-17,68880
2022-10-18,45640
2022-10-19,55869
2022-10-20,55620
2022-10-21,58902
2022-10-22,52785
2022-10-23,71548
2022-10-24,28201
2022-10-25,38601
2022-10-26,64173
2022-10-27,68665
2022-10-28,48527
2022-10-29,56731
2022-10-30,52001
2022-10-31,65820
2022-11-01,31577
2022-11-02,36609
2022-11-03,51608
2022-11-04,30990
2022-11-05,76614
2022-11-06,72948
2022-11-07,50635
2022-11-08,58208
2022-11-09,49808
2022-11-10,33218
2022-11-11,51704
2022-11-12,56807
2022-11-13,60208
2022-11-14,16733
2022-11-15,34263
2022-11-16,50915
2022-11-17,37806
2022-11-18,32195
2022-11-19,59522
2022-11-20,53126
2022-11-21,35449
2022-11-22,39980
2022-11-23,31081
2022-11-24,50586
2022-11-25,32523
2022-11-26,26933
2022-11-27,102204
2022-11-28,39907
2022-11-29,23543
2022-11-30,27484
2022-12-01,38206
2022-12-02,37531
2022-12-03,53486
2022-12-04,35275
2022-12-05,32102
2022-12-06,28474
2022-12-07,20768
2022-12-08,34861
2022-12-09,39955
2022-12-10,60809
2022-12-11,58650
2022-12-12,28646
2022-12-13,34558
2022-12-14,41842
2022-12-15,23430
2022-12-16,26314
2022-12-17,62609
2022-12-18,63418
2022-12-19,31621
2022-12-20,20706
2022-12-21,29216
2022-12-22,78
2022-12-23,12796
2022-12-24,53520
2022-12-25,56660
2022-12-26,50474
2022-12-27,44178
2022-12-28,40748
2022-12-29,40471
2022-12-30,29444
2022-12-31,49288
2023-01-01,70398
2023-01-02,31825
2023-01-03,38377
2023-01-04,30121
2023-01-05,40104
2023-01-06,50690
2023-01-07,63805
2023-01-08,30460
2023-01-09,35855
2023-01-10,24730
2023-01-11,36919
2023-01-12,27688
2023-01-13,42413
2023-01-14,63975
2023-01-15,63425
2023-01-16,44586
2023-01-17,36097
2023-01-18,40209
2023-01-19,34290
2023-01-20,39051
2023-01-21,65977
2023-01-22,54180
2023-01-23,34488
2023-01-24,2318
2023-01-25,31411
2023-01-26,29989
2023-01-27,41458
2023-01-28,63247
2023-01-29,25998
2023-01-30,7026
2023-01-31,35
2023-02-01,32195
2023-02-02,35472
2023-02-03,23194
2023-02-04,82367
2023-02-05,40827
2023-02-06,34831
2023-02-07,20697
2023-02-08,26849
2023-02-09,33225
2023-02-10,31997
2023-02-11,61259
2023-02-12,67982
2023-02-13,33238
2023-02-14,22091
2023-02-15,19554
2023-02-16,27014
2023-02-17,44664
2023-02-18,38398
2023-02-19,67792
2023-02-20,48198
2023-02-21,22733
2023-02-22,29213
2023-02-23,27091
2023-02-24,20465
2023-02-25,49026
2023-02-26,29934
2023-02-27,24528
2023-02-28,22199
2023-03-01,21773
2023-03-02,19234
2023-03-03,39946
2023-03-04,70191
2023-03-05,60411
2023-03-06,23311
2023-03-07,32307
2023-03-08,29241
2023-03-09,23304
2023-03-10,25965
2023-03-11,100710
2023-03-12,44259
2023-03-13,26682
2023-03-14,28810
2023-03-15,29173
2023-03-16,14664
2023-03-17,35898
2023-03-18,78495
2023-03-19,60342
2023-03-20,30693
2023-03-21,27000
2023-03-22,37932
2023-03-23,30934
2023-03-24,31328
2023-03-25,51567
2023-03-26,53641
2023-03-27,31580
2023-03-28,22203
2023-03-29,31110
2023-03-30,20491
2023-03-31,42121
2023-04-01,45550
2023-04-02,60844
2023-04-03,54792
2023-04-04,40191
2023-04-05,36654
2023-04-06,34502
2023-04-07,38081
2023-04-08,30961
2023-04-09,58679
2023-04-10,21766
2023-04-11,21039
2023-04-12,22506
2023-04-13,34784
2023-04-14,30293
2023-04-15,81880
2023-04-16,63359
2023-04-17,20440
2023-04-18,20486
2023-04-19,21439
2023-04-20,22356
2023-04-21,23055
2023-04-22,51776
2023-04-23,65012
2023-04-24,25019
2023-04-25,21017
2023-04-26,18582
2023-04-27,35190
2023-04-28,21186
2023-04-29,58317
2023-04-30,72185
2023-05-01,21158
2023-05-02,35588
2023-05-03,44832
2023-05-04,40487
2023-05-05,28813
2023-05-06,63479
2023-05-07,66232
2023-05-08,40425
2023-05-09,22983
2023-05-10,56439
2023-05-11,27980
2023-05-12,56515
2023-05-13,49439
2023-05-14,66057
2023-05-15,24529
2023-05-16,32259
2023-05-17,35391
2023-05-18,28057
2023-05-19,52237
2023-05-20,44354
2023-05-21,67739
2023-05-22,22677
2023-05-23,28331
2023-05-24,26413
2023-05-25,41038
2023-05-26,55877
2023-05-27,64860
2023-05-28,77434
2023-05-29,46525
2023-05-30,38224
2023-05-31,21835
2023-06-01,20802
2023-06-02,34335
2023-06-03,72404
2023-06-04,30456
2023-06-05,26465
2023-06-06,24675
2023-06-07,26537
2023-06-08,28500
2023-06-09,45732
2023-06-10,42118
2023-06-11,21582
2023-06-12,33697
2023-06-13,32825
2023-06-14,40563
2023-06-15,24519
2023-06-16,45890
2023-06-17,56431
2023-06-18,19757
2023-06-19,68607
2023-06-20,20226
2023-06-21,27169
2023-06-22,40424
2023-06-23,52815
2023-06-24,49151
2023-06-25,70080
2023-06-26,30505
2023-06-27,21004
2023-06-28,22981
2023-06-29,40089
2023-06-30,42253
2023-07-01,46449
2023-07-02,65054
2023-07-03,60769
2023-07-04,48086
2023-07-05,17273
2023-07-06,24121
2023-07-07,19265
2023-07-08,21952
2023-07-09,49101
2023-07-10,48354
2023-07-11,25333
2023-07-12,21724
2023-07-13,23912
2023-07-14,24501
2023-07-15,66920
2023-07-16,24705
2023-07-17,20501
2023-07-18,21424
2023-07-19,70815
2023-07-20,21936
2023-07-21,30488
2023-07-22,40258
2023-07-23,27712
2023-07-24,23433
2023-07-25,21582
2023-07-26,24799
2023-07-27,26197
2023-07-28,25634
2023-07-29,68094
2023-07-30,5858
2023-07-31,34997
2023-08-01,32694
2023-08-02,22533
2023-08-03,23881
2023-08-04,40540
2023-08-05,52454
2023-08-06,42894
2023-08-07,21089
2023-08-08,35794
2023-08-09,20677
2023-08-10,40405
2023-08-11,25799
2023-08-12,52189
2023-08-13,20073
2023-08-14,40207
2023-08-15,20105
2023-08-16,23999
2023-08-17,20534
2023-08-18,34983
2023-08-19,59548
2023-08-20,58845
2023-08-21,23142
2023-08-22,20660
2023-08-23,33041
2023-08-24,34564
2023-08-25,23538
2023-08-26,32867
2023-08-27,24235
2023-08-28,40367
2023-08-29,53757
2023-08-30,23164
2023-08-31,31725
2023-09-01,47701
2023-09-02,47456
2023-09-03,24427
2023-09-04,82437
2023-09-05,20459
2023-09-06,24187
2023-09-07,21973
2023-09-08,40328
2023-09-09,52570
2023-09-10,43312
2023-09-11,23118
2023-09-12,22686
2023-09-13,27633
2023-09-14,33413
2023-09-15,38683
2023-09-16,55225
2023-09-17,46574
2023-09-18,35193
2023-09-19,14946
2023-09-20,21289
2023-09-21,21814
2023-09-22,40660
2023-09-23,60481
2023-09-24,61769
2023-09-25,27040
2023-09-26,26142
2023-09-27,22980
2023-09-28,24153
2023-09-29,31664
2023-09-30,81946
2023-10-01,32448
2023-10-02,40462
2023-10-03,32488
2023-10-04,27250
2023-10-05,31114
2023-10-06,30471
2023-10-07,57224
2023-10-08,55237
2023-10-09,56564
2023-10-10,37873
2023-10-11,22454
2023-10-12,36918
2023-10-13,35421
2023-10-14,60917
2023-10-15,43487
2023-10-16,30351
2023-10-17,24279
2023-10-18,30834
2023-10-19,21288
2023-10-20,44769
2023-10-21,64310
2023-10-22,24232
2023-10-23,24315
2023-10-24,20611
2023-10-25,19974
2023-10-26,33260
2023-10-27,23942
2023-10-28,43169
2023-10-29,9755
2023-10-30,60902
2023-10-31,82267
2023-11-01,20479
2023-11-02,26809
2023-11-03,20971
2023-11-04,55366
2023-11-05,48434
2023-11-06,23082
2023-11-07,22694
2023-11-08,20866
2023-11-09,22242
2023-11-10,45343
2023-11-11,26938
2023-11-12,52892
2023-11-13,40601
2023-11-14,22337
2023-11-15,52492
2023-11-16,21946
2023-11-17,23457
2023-11-18,50573
2023-11-19,22801
2023-11-20,20580
2023-11-21,19977
2023-11-22,21372
2023-11-23,63431
2023-11-24,25031
2023-11-25,36662
2023-11-26,33022
2023-11-27,60209
2023-11-28,20723
2023-11-29,30371
2023-11-30,49164
2023-12-01,22006
2023-12-02,53784
2023-12-03,20456
2023-12-04,20144
2023-12-05,21116
2023-12-06,22048
2023-12-07,22958
2023-12-08,20295
2023-12-09,64210
2023-12-10,22995
2023-12-11,20992
2023-12-12,21204
2023-12-13,20282
